"","x"
"599","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"600","pig... https://t.co/6cn2yXQcBn"
"601","RT @PachecaoMG: Os metidos a famosinhos aqui do Twitter estão, um a um, deixando de apoiar Bolsonaro e começam a elogiar um tal ""Amoeba"", e…"
"602","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"603","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"604","RT @SPD_33: <ed><U+00A0><U+00BD><ed><U+00B4><U+00B0>Essa desunião esta sendo criada por grupos influentes nas redes sociais e que estão preocupadas com ""pessoas"" e não com ""ideol…"
"605","O diabo anda à solta.
https://t.co/fBOCXNCTLt"
"606","RT @FranRenno: Matheus Faria Carneiro, namorado de Rachel Sherazade, é registrador civil e tabelião titular do Ofício do 2º Distrito de Ang…"
"607","Brazil's far-right presidential contender gets soft drink named after him https://t.co/ujXjNC6C7V"
"608","RT @anacronices: Mulheres de direita só servem pra eles enquanto reproduzem o discurso opressor. Qualquer sinal de discordância voltam a se…"
"609","RT @Reptazord: Já é 2018 e ainda tem gente tentando &gt;&gt;&gt;argumentar&lt;&lt;&lt; com eleitor de Bolsonaro"
"610","A semana em que as primeiras pedras atingiram a vidraça de Jair Bolsonaro https://t.co/IB7kljUlSt via @elpais_brasil"
"611","""Pablo vittar é uma coisa muito esquisita e canta mal, mas não pode falar que ele canta mal pq é homofobia, por iss… https://t.co/26uVRf9OlD"
"612","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"613","RT @1questionador: O fanfarrão Bolsonaro é tudo de ruim:
1º é vagabundo, vive há 44 anos de dinheiro público e nunca produziu nada;
2º é op…"
"614","RT @EricAmaral10: Na sua opinião, Bolsonaro é de:"
"615","RT @TonyStarkMeta: Aprendam. Estão querendo comparar Bolsonaro a Lula. Essa comparação é abjeta. Chamam Bolsonaro de populista, ele não é p…"
"616","RT @GraaVieira: Frota continua ofensiva e tacha namorado de Seherazade de ‘cafetão’, ‘ele está a incentivando a perseguir Bolsonaro Mais um…"
"617","A Lava Jato teve como efeito eleitoral a radicalização de parte da classe média, que antes votava 45 por falta de o… https://t.co/RIUIuS65xi"
"618","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"619","@Estadao O PSOL não é só anti-Bolsonaro. É anti-Brasil, anti-decência, anti-família, anti-juventude, anti-educação,… https://t.co/Czc0DzQceD"
"620","@DLBiller Even FHC admitts that the right has pushed itself into a corner. If members of congress and presidential… https://t.co/ZIsPUIvCC9"
"621","RT @edmilsonpapo10: Estão expondo conversas privadas do marido de Raquel Sheherazade pq ela está fazendo críticas a Bolsonaro...
Vocês deve…"
"622","RT @Lucy_rebolativa: Meninas, eu estava esperando me deparar com bolsominion justificando a corrupção de Bolsonaro... <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>
Mas não esperava CU…"
"623","RT @radiobandnewsfm: O deputado federal Jair Bolsonaro aumenta em 39% os gastos com passagens aéreas pagas com dinheiro público da Câmara.…"
"624","RT @ClaGentilli: Os ataques a Bolsonaro são contantes, indutivos, quando não mentirosos, logo há a reação natural. Querem agora a todo cust…"
"625","RT @robertvarga2001: Bolsonaro é o otário que achou que podia comer na mesa deles. Puxou o saco de poderosos, tentou se travestir de libera…"
"626","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"627","RT @jcwmorsch: ""BOLA DA VEZ"" :

Bolsonaro é a ""bola da vez"" se tornou uma pedra no sapato para as pretensões eleitorais dos golpistas do PS…"
"628","Bolsonaro lixo!  Vale nada. https://t.co/J4RGfay0cX"
"629","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"630","RT @anacronices: Mulheres de direita só servem pra eles enquanto reproduzem o discurso opressor. Qualquer sinal de discordância voltam a se…"
"631","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"632","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"633","@glaubermacario Só que a merda da mídia só tá preocupada com os imóveis do Bolsonaro, que já foi comprovado que não… https://t.co/8JLofDuf9g"
"634","RT @willianfreitass: @GABRlELPlNHElRO Meu vídeo #BrasilQueEuQuero vai ser assim: ""Eu quero Bolsonaro Presidente"" Será que eles mostram?"
"635","RT @pauloeneas: O mercado financeiro finalmente começa a compreender o que pensa Jair Bolsonaro e começa também a perceber que o candidato…"
"636","RT @FOlCEDESP: Bolsonaro estaria dando dinheiro público para chineses https://t.co/sSl9m5VjfG"
"637","Ciro Gomes é maluco? <U+25AA><U+FE0F>Celso Rocha de Barros 

Certo, depois da entrevista de Jair Bolsonaro para a Folha na... https://t.co/7Mf38RgJnV"
"638","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"639","RT @acabou_BR: Patrimônio de Jair Bolsonaro + filhos com salários de parlamentares e compra/venda de imóveis chegar a 15 milhões em QUASE 3…"
"640","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"641","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"642","RT @Bopressor20: Bolsonaro muito preocupado com os ataques da mídia https://t.co/8ttZ7bPDc6"
"643","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"644","RT @FranRenno: Matheus Faria Carneiro, namorado de Rachel Sherazade, é registrador civil e tabelião titular do Ofício do 2º Distrito de Ang…"
"645","RT @edmilsonpapo10: Até o momento tenho plena convicção do meu voto no Bolsonaro, já sabia que ele sofreria mtos ataques, faz parte do jogo…"
"646","RT @apyus: Eu sinceramente acho que, ao menos do lado de cá, o pessoal anda mais indignado com a truculência da militância do que com Bolso…"
"647","""A esquerda não para de atacar a família Bolsonaro porque está com medo.""

Uhum... verdade! Toma aí as... https://t.co/Sf2fN1YdK3"
"648","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"649","RT @mafiasummer: Esse final de semana eu refleti sobre porque eu vou votar no Bolsonaro e cheguei à algumas conclusões. 

Eu poderia votar…"
"650","RT @leandroruschel: Juízes federais que julgarão o meliante Lula retiram familiares de POA após receber ameaças, mas a imprensa esquerdopat…"
"651","@alineckel notícias do bolsonaro são piores"
"652","Por isso o povo quer Bolsonaro. Chega dessa esquerdalha que só trouxeram prejuízos para o povo brasileiro. https://t.co/JPifjqXljW"
"653","RT @mah4154: <ed><U+00A0><U+00BD><ed><U+00B2><U+00AD>

Um desembargador jovem, com rabo preso, pressionado diretamente pela elite e pela imprensa dia e noite, por psicopatas segu…"
"654","RT @BrothersDireita: A @RachelSherazade apagou alguns tweets sobre o Bolsonaro.
Apenas alguns. <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>"
"655","@alvaromsantos1 Optei pelo Bolsonaro no debate entre dilma e aecio. Precisamos URGENTEMENTE quebrar o sistema que e… https://t.co/1s64gB8SgT"
"656","#CiteUmaDúvida #HojeEuNaoToAfim #SegundaDetremuraSDV
#NemLulaNemBolsonaro

Nenhum deles me representa<ed><U+00A0><U+00BD><ed><U+00B1><U+008E>
Parem de ach… https://t.co/mV7RnPDKXs"
"657","@anaamelialemos Bolsonaro presidente, senadora Ana Amélia! Apóie esse homem."
"658","RT @CarlosBolsonaro: Jornalistas reunidos atacam Bolsonaro. Alguma novidade? Enquanto isso o Brasil sendo saqueado de todas as formas, seja…"
"659","@FlavioBolsonaro Ou Bolsonaro ou intervenção!"
"660","Eleição entra com 3 blocos competitivos. Lula e Cia, Centro e o Bolsonaro. Os demais podem vir a ser um fenômeno e… https://t.co/a8PSlDOtKQ"
"661","RT @UOLNoticias: Bolsonaro usa verba da Câmara para empregar servidora fantasma que vende açaí em Angra https://t.co/WLRZKwECD1"
"662","RT @EricAmaral10: Na sua opinião, Bolsonaro é de:"
"663","RT @Estadao: ENTREVISTA: ""PSOL não pode se limitar a ser ‘anti-Bolsonaro""’, diz Juliano Medeiros, presidente do partido https://t.co/WDXCw3…"
"664","RT @robertvarga2001: Bolsonaro é o otário que achou que podia comer na mesa deles. Puxou o saco de poderosos, tentou se travestir de libera…"
"665","RT @tuliomesmo: Bolsonaro (Direita)
Alckmin     (Esquerda)
Marina       (Esquerda)
Ciro            (Esquerda) 
Lula            (Extrema-Esq…"
"666","RT @brasildevolta: Jovem: Meu tio vai ficar puto...

Bolsonaro: Seu tio é petista?

Jovem: Não, é viado!<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/Tqsv89HtS2"
"667","RT @SraPatalogica: O Frota chamou a Sheherazade de “prostituta” por ela ter feito uma mínima crítica a Bolsonaro, daí a gente percebe o nív…"
"668","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"669","RT @TonyStarkMeta: Aprendam. Estão querendo comparar Bolsonaro a Lula. Essa comparação é abjeta. Chamam Bolsonaro de populista, ele não é p…"
"670","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"671","Maia nega candidatura e diz não crer em vitória de Lula ou Bolsonaro https://t.co/wB2ETCBgGi"
"672","RT @W2Caetano: Os ataques em série contra Jair Bolsonaro vieram depois de uma forçada campanha de Marketing em favor de Geraldo Alckmin.
A…"
"673","RT @SraPatalogica: O Frota chamou a Sheherazade de “prostituta” por ela ter feito uma mínima crítica a Bolsonaro, daí a gente percebe o nív…"
"674","RT @mah4154: <ed><U+00A0><U+00BD><ed><U+00B2><U+00AD>

Um desembargador jovem, com rabo preso, pressionado diretamente pela elite e pela imprensa dia e noite, por psicopatas segu…"
"675","RT @jose_simao: Bolsonaro disse q usou o auxílio-moradia para “comer gente”. Auxílio-motel!"
"676","RT @FOlCEDESP: Deputado milionário:
Bolsonaro teria pago 140 milhões de cruzeiros em sua primeira casa https://t.co/hlSETk18OH"
"677","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"678","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"679","RT @EsquerdaValente: VÍDEO: “Usei o dinheiro do auxílio moradia pra comer gente, tá satisfeita?”, diz Bolsonaro à repórter da Folha https:/…"
"680","RT @Reptazord: Já é 2018 e ainda tem gente tentando &gt;&gt;&gt;argumentar&lt;&lt;&lt; com eleitor de Bolsonaro"
"681","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"682","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"683","RT @brsemcomunas: Fechado com Bolsonaro
O inimigo é a esquerda podre.
Comunistas imundos não prestam! https://t.co/XiKmtK8HGL"
"684","RT @FranRenno: Matheus Faria Carneiro, namorado de Rachel Sherazade, é registrador civil e tabelião titular do Ofício do 2º Distrito de Ang…"
"685","@apyus Os militantes da imprensa já não gostam do Bolsonaro.... aí quando vem a patrulha, os caras pegam birra mesm… https://t.co/J1sWyul2n9"
"686","RT @Go_to_gulag: Raquel Sheherazade fala bem de Bolsonaro, os caras: Nossa que jornalista de exemplo, fantástica, humilhando a esquerda. Mu…"
"687","RT @jose_simao: Bolsonaro disse q usou o auxílio-moradia para “comer gente”. Auxílio-motel!"
"688","RT @edmilsonpapo10: Até o momento tenho plena convicção do meu voto no Bolsonaro, já sabia que ele sofreria mtos ataques, faz parte do jogo…"
"689","RT @FranRenno: Matheus Faria Carneiro, namorado de Rachel Sherazade, é registrador civil e tabelião titular do Ofício do 2º Distrito de Ang…"
"690","@folha Cadê matérias sobre o patrimônio e as regalias do Geraldo Alckmin, folha? Até o momento só tem matérias dess… https://t.co/IzLmGTD9KN"
"691","RT @leandroruschel: Juízes federais que julgarão o meliante Lula retiram familiares de POA após receber ameaças, mas a imprensa esquerdopat…"
"692","RT @humotari: *Só surubinha de leve com essa filho da puta, taca a pica dps abandona na rua*

23:59: é só uma música gente, uma música não…"
"693","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"694","RT @Reptazord: Já é 2018 e ainda tem gente tentando &gt;&gt;&gt;argumentar&lt;&lt;&lt; com eleitor de Bolsonaro"
"695","RT @welderleutz: ANOTEM AI: BOLSONARO JÁ É PRESIDENTE DO BRASIL....SÓ PRECISAMOS SABER SE ''FOI'' EM 1º OU 2º TURNO..... https://t.co/3DsWB…"
"696","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"697","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"698","Economia forte e fim da LJ é ruim para Lula e Bolsonaro. Eles dependem de clima de insatisfação generalizada."
"699","RT @CarlosBolsonaro: Jornalistas reunidos atacam Bolsonaro. Alguma novidade? Enquanto isso o Brasil sendo saqueado de todas as formas, seja…"
"700","RT @ClaGentilli: Os ataques a Bolsonaro são contantes, indutivos, quando não mentirosos, logo há a reação natural. Querem agora a todo cust…"
"701","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"702","RT @SraPatalogica: O Frota chamou a Sheherazade de “prostituta” por ela ter feito uma mínima crítica a Bolsonaro, daí a gente percebe o nív…"
"703","RT @rodrigomsantos_: Tá pensando que o Bolsonaro tá falando merda há pouco tempo? Em 2000, ele já era notícia por conta disso. Vai vendo!..…"
"704","RT @BlogdoNoblat: E o deputado Jair Bolsonaro, hein? Como vai indo?"
"705","quando eu li a entrevista do bolsonaro, eu achei que tava faltando uma vírgula no vocativo, e que era:

""esse dinhe… https://t.co/n0xkMMWNmP"
"706","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"707","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"708","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"709","RT @Estadao: &gt;@veramagalhaes 'Mito de pés de barro - No primeiro percalço, Bolsonaro expôs ao País o material do qual é feito, mas idolatri…"
"710","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"711","@repwtcavill EU TO RINDO MTO TBM KKKKKKKKK
não sei mana, mas imagina que top a taylor causando danos no bolsonaro rs tô no aguardo"
"712","RT @mvsmotta: ""Os fãs do Bolsonaro são um bando de xucros estúpidos que não lêem além da manchete"". 

Se são tudo isso mesmo então imagina…"
"713","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"714","RT @Ana4FreeSpeech: @chell_cohen Eu discordo da comparação que ela fez Lula x Bolsonaro. Acho uma comparação desonesta. Assim como o texto…"
"715","@jairbolsonaro Não acho Bolsonaro liberal. Fala da China achando que é Presidente dos EUA."
"716","@alvaromsantos1 #Osmanumeu... Desde 1.984 o discurso é esse seu. Deu no que deu. 90% dos que estão com Bolsonaro, e… https://t.co/MQ1XrGipMN"
"717","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"718","RT @marisascruz: Aquele CHEF que bolsonaro, já Político, nunca investigou a FolhaCorrida do Partido e do Candidato em 2002 e deu-lhe o Voto…"
"719","@Ilisp_org Ao invés de tratarem de outros assuntos como a pressão que os juízes que julgarão Lula estão sofrendo fi… https://t.co/mPR05NdGU6"
"720","@BolsonaroSP @clube38 @88tactical Pensando aqui na manchete da Folha/UOL: ""Filho de Bolsonaro, também Dep. Federal,… https://t.co/SFvkUK0ddG"
"721","DEM adota bandeira ‘nem Bolsonaro nem PT’ https://t.co/QKQT2uufED"
"722","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"723","RT @BrothersDireita: A @RachelSherazade apagou alguns tweets sobre o Bolsonaro.
Apenas alguns. <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>"
"724","RT @henriolliveira: Respeito quem não vota em Bolsonaro, LÓGICO.

Tenho amigos como @pdevechi e @ajulysantos que cito como exemplos.

Não s…"
"725","Cêis lembram do Bolsonaro agente infiltrado do PT?"
"726","RT @Ana4FreeSpeech: @chell_cohen Concordo. Comparar Lula x Bolsonaro é como comparar Banana e Alface. Ambos são comestíveis mas um é fruta…"
"727","RT @BlogdoNoblat: Meus parabéns aos eleitores de Bolsonaro. Vcs deram um impressionante exemplo de mobilização ao responderem à enquete do…"
"728","RT @MiguelD74724831: @Oliveira27M BOLSONARO PRESIDENTE 2018!"
"729","Rachel Sheherazade perde quase 40.000 seguidores,depois que passou a usar suas redes sociais para atacar o Bolsonar… https://t.co/vbWYqfmvxh"
"730","RT @ggreenwald: Qualquer jornalista brasileiro que não esteja extremamente preocupado com a proposta de permitir que o governo censure o qu…"
"731","RT @marcelorubens: Estão tirando os esqueletos do armário da família Bolsonaro. E não são poucos https://t.co/BtdayyoeZQ"
"732","RT @PietraFerreir16: @jairbolsonaro De tanto eles publicarem mentira, as pessoas se dispõem a buscar sobre a vida do Bolsonaro, acabam conh…"
"733","RT @Ro_Moller: Conheça Paulo Guedes o nome que Jair Bolsonaro quer como seu ministro da Fazenda, explicou em 20 minutos mais de 100 anos da…"
"734","A cabeça do Bolsonaro II https://t.co/FLADcn5cqb via @wordpressdotco"
"735","RT @assimdisseojoao: A todos que estão surpreendidos e indignados com as revelações sobre o Bolsonaro eu quero lembrar alguns detalhes:

1-…"
"736","A cabeça do Bolsonaro II https://t.co/DMmDgXR7LR via @wordpressdotcom"
"737","Eu sinceramente acho que, ao menos do lado de cá, o pessoal anda mais indignado com a truculência da militância do… https://t.co/ddNGLbLLc4"
"738","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"739","@Abstergido @jairbolsonaro O Amoedo nao vai conseguir ser odiado. Só o Bolsonaro tem essa casca"
"740","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"741","RT @Estadao: &gt;@veramagalhaes 'Mito de pés de barro - No primeiro percalço, Bolsonaro expôs ao País o material do qual é feito, mas idolatri…"
"742","""SER HONESTO NÃO É UMA VIRTUDE, SER HONESTO É OBRIGAÇÃO."" 
(Jair Messias Bolsonaro - @jairbolsonaro)"
"743","Projeto de lei ""Bolsa-comer gente"", que vai ser proposto pelo Dep Jair Bolsonaro. O projeto visa deixar evidente o… https://t.co/CrXl4tLpEJ"
"744","RT @ConversaAfiada: Servidora fantasma de Bolsonaro teve mais atuação na Câmara que ele
- Sensacionalista https://t.co/bN9fBtZtFC"
"745","RT @visaomacro: Gastos com Passagens Aéreas dos Deputados em 2017

Entrei no site da Câmara e procurei a planilha com os gastos dos deputad…"
"746","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"747","Bolsonaro não deu nem para o começo. 

https://t.co/Jf99iR2MTt https://t.co/2nhNVvq7cz"
"748","RT @AndraMarce111o: @FernandoHoliday @jairbolsonaro @RachelSherazade Desculpa Holiday mas essa funcionária do SBT resolveu atacar Bolsonaro…"
"749","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"750","RT @loironx: bolsonaro de cu é rola"
"751","@jairbolsonaro Bolsonaro não vencerá as eleições. O que me preocupa é o surgimento de pessoas que se auto intitulam… https://t.co/Bs1wHurMGz"
"752","RT @ajulysantos: Tenho muitos amigos que apoiam Jair Bolsonaro e fiz muitos amigos apoiando Jair Bolsonaro. Espero não perdê-los!"
"753","RT @SaoBlack: Mas tem vagabundo liberal culpando eleitores de Bolsonaro pela divulgação. Gente canalha, tão canallha quanto o noivo e o des…"
"754","RT @rodrigomsantos_: Tá pensando que o Bolsonaro tá falando merda há pouco tempo? Em 2000, ele já era notícia por conta disso. Vai vendo!..…"
"755","RT @FranRenno: Matheus Faria Carneiro, namorado de Rachel Sherazade, é registrador civil e tabelião titular do Ofício do 2º Distrito de Ang…"
"756","RT @mafiasummer: Esse final de semana eu refleti sobre porque eu vou votar no Bolsonaro e cheguei à algumas conclusões. 

Eu poderia votar…"
"757","RT @TonyStarkMeta: Aprendam. Estão querendo comparar Bolsonaro a Lula. Essa comparação é abjeta. Chamam Bolsonaro de populista, ele não é p…"
"758","RT @paulocruzphi: @PazSenna Nunca neguei a possibilidade de ser eleitor de Bolsonaro, e sempre que pude o defendi de ataques infundados. Ma…"
"759","RT @Reptazord: Já é 2018 e ainda tem gente tentando &gt;&gt;&gt;argumentar&lt;&lt;&lt; com eleitor de Bolsonaro"
"760","RT @jornalopcao: Já em campanha, Bolsonaro aumenta gastos com passagens usando dinheiro da Câmara - https://t.co/qgQTxTXZuH https://t.co/lX…"
"761","RT @visaomacro: Já estou de saco cheio de ter que ficar checando denúncias contra o Bolsonaro.

Se a denúncia for mentira e você mostrar a…"
"762","RT @teresinhalopes: Se o Bolsonaro tem pés de barro segundo jirnslistas por usar verbas legais ( usa dinheiro público legalizado em lei ),…"
"763","@folha Será que foi o Bolsonaro???"
"764","Bolsonaro depende de novas operações da LJ, requentando o clima anti-político às vésperas das eleições."
"765","RT @anacronices: Mulheres de direita só servem pra eles enquanto reproduzem o discurso opressor. Qualquer sinal de discordância voltam a se…"
"766","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"767","RT @jose_simao: Bolsonaro disse q usou o auxílio-moradia para “comer gente”. Auxílio-motel!"
"768","RT @CarlosBolsonaro: Jornalistas reunidos atacam Bolsonaro. Alguma novidade? Enquanto isso o Brasil sendo saqueado de todas as formas, seja…"
"769","RT @BolsonaroSP: JAIR BOLSONARO: AUXÍLIO MORADIA. Querer dizer q Jair Bolsonaro é corrupto por ter um apartamento de 60m em Brasília e rece…"
"770","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"771","@DayseBarela @elysena @JanainaDoBrasil Última denuncia da Odebrecht sobre propina de Serra foi de 52 milhões. PROPI… https://t.co/3cd9zqA0Z0"
"772","RT @carlajessica45: Meu presente caso o bolsonaro se eleger presidente!!! <U+2665>
#Bolsonaro2018 https://t.co/DBjBNmS7th"
"773","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"774","RT @uli_cassilva: @FernandoHoliday @jairbolsonaro @RachelSherazade COM TODO O RESPEITO:

AO USAR O TERMO ""ASSECLAS"" AOS SIMPATIZANTES DE BO…"
"775","RT @SraPatalogica: O Frota chamou a Sheherazade de “prostituta” por ela ter feito uma mínima crítica a Bolsonaro, daí a gente percebe o nív…"
"776","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"777","RT @maiconkusterkkk: faço piada com feminista: 

kkkkkkk boa maico isso ai humor nao tem limite

faço piada com bolsonaro:

oqqq vç está fa…"
"778","RT @tuliomesmo: Bolsonaro (Direita)
Alckmin     (Esquerda)
Marina       (Esquerda)
Ciro            (Esquerda) 
Lula            (Extrema-Esq…"
"779","9:18 da manhã e já tem gente Lula x Bolsonaro
MEU VOTA EM QUEM TU QUISER, SÓ NÃO INCOMODA O RESTOOOOOOOOOOOOO"
"780","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"781","RT @Mandinha_PB: Bolsonaro é feito de verdades, é transparente, fala o que todos tem medo de falar... esse é o erro dele pra imprensa, pq s…"
"782","RT @Esseteucu: Debate politico na tv 2018

- candidato quais são suas propostas a respeito da economia deste país? 
 
bolsonaro: https://t.…"
"783","RT @BecaBrix: <ed><U+00A0><U+00BD><ed><U+00B4><U+0085>Precisamos nos unir contra a esquerda. 
Nem todo mundo que é contra Bolsonaro é petista. https://t.co/VumXFZkOEq"
"784","RT @visaomacro: Já estou de saco cheio de ter que ficar checando denúncias contra o Bolsonaro.

Se a denúncia for mentira e você mostrar a…"
"785","RT @BolsonaroSP: MOTIVOS QUE ME FAZEM CURTIR BOLSONARO.
*Via @Bopressor20 https://t.co/QepaOEEKo5"
"786","RT @ClaGentilli: Os ataques a Bolsonaro são contantes, indutivos, quando não mentirosos, logo há a reação natural. Querem agora a todo cust…"
"787","RT @ConversaAfiada: Servidora fantasma de Bolsonaro teve mais atuação na Câmara que ele
- Sensacionalista https://t.co/bN9fBtZtFC"
"788","RT @TonyStarkMeta: Se só o Palocci tinha. 1,3 bilhões, de DÓLARES. 
Imagina o chefe. O Molusco. 

Vamos calcular que tivesse ele tivesse o…"
"789","RT @ClaGentilli: Repito, as máscaras vão caindo uma a uma. Claro que Bolsonaro não é dono da razão como ninguém é, mas o que tentam fazer c…"
"790","Economia: candidato de centro. Lula: esquerda. Lava Jato: Bolsonaro."
"791","RT @VoteBolsonaro: JAIR BOLSONARO PRESIDENTE DO BRASIL EM 2018. CHEGOU A HORA DE LUTAR! https://t.co/D2CvXE5eiO"
"792","RT @conexaopolitica: URGENTE! Juízes federais que julgarão o ex-presidente Lula estão retirando seus familiares de Porto Alegre por causa a…"
"793","RT @aeciodepapelao: Duvido você ainda tentar explicar a um eleitor do Bolsonaro que ele é corrupto depois desse gif.  https://t.co/bsU5lMwB…"
"794","RT @conexaopolitica: ANÁLISE: Jair Bolsonaro está em 1° lugar nas pesquisas presidenciais para 2018 - analisem as manchetes diárias. A mídi…"
"795","https://t.co/WtX3HdvMQm"
"796","RT @flaviogomes69: Se está falando de quem apoia o Bolsonaro, sim, são imbecis. E quem disse que apoiar Bolsonaro é questão de opinião? É q…"
"797","RT @tuliomesmo: Bolsonaro (Direita)
Alckmin     (Esquerda)
Marina       (Esquerda)
Ciro            (Esquerda) 
Lula            (Extrema-Esq…"
"798","Começou o populismo...

Bolsonaro: Reforma da Previdência de Meirelles não será aprovada https://t.co/uIGM72mQR7 via @exame"
